party_id,party_names,party_ideology,in_power,party_incumbents,rep_id,member_ideology,terms_served,female
1,Republican,0.5,1,241,001,0.019033292040058658,5,0
1,Republican,0.5,1,241,002,0.3537371385607667,5,0
1,Republican,0.5,1,241,003,0.6293941081206258,4,0
1,Republican,0.5,1,241,004,-0.0760659429575663,1,0
1,Republican,0.5,1,241,005,0.5978914131431877,3,0
1,Republican,0.5,1,241,006,0.5150619723008157,2,0
1,Republican,0.5,1,241,007,0.5427088658061359,4,0
1,Republican,0.5,1,241,008,1.0583051063576328,3,0
1,Republican,0.5,1,241,009,-0.10942870778899394,3,0
1,Republican,0.5,1,241,010,1.1336843610449439,3,0
1,Republican,0.5,1,241,011,0.12760920193242958,4,1
1,Republican,0.5,1,241,012,-0.06560928541786804,3,0
1,Republican,0.5,1,241,013,0.14182075498351154,5,0
1,Republican,0.5,1,241,014,0.6263261848231074,4,1
1,Republican,0.5,1,241,015,0.5760228533277978,6,0
1,Republican,0.5,1,241,016,0.34617178516079006,5,0
1,Republican,0.5,1,241,017,0.02349133454593888,2,0
1,Republican,0.5,1,241,018,0.17587859427576485,4,1
1,Republican,0.5,1,241,019,1.1121568121402925,6,0
1,Republican,0.5,1,241,020,0.5999058039914849,3,0
1,Republican,0.5,1,241,021,0.21075813907001412,2,1
1,Republican,0.5,1,241,022,0.028849633261230467,6,0
1,Republican,0.5,1,241,023,0.3981359101690027,1,0
1,Republican,0.5,1,241,024,-0.3332374200150795,1,0
1,Republican,0.5,1,241,025,0.25777244542450456,0,1
1,Republican,0.5,1,241,026,0.12946366963920236,2,0
1,Republican,0.5,1,241,027,1.0803078896206677,6,1
1,Republican,0.5,1,241,028,1.0060335624671168,4,0
1,Republican,0.5,1,241,029,0.4639607629567201,9,1
1,Republican,0.5,1,241,030,-0.06839114904966104,2,0
1,Republican,0.5,1,241,031,0.9503123644913352,4,0
1,Republican,0.5,1,241,032,0.9258852235461106,4,0
1,Republican,0.5,1,241,033,0.8638575870772399,1,0
1,Republican,0.5,1,241,034,0.8682510728443049,5,0
1,Republican,0.5,1,241,035,0.3239351915271541,5,1
1,Republican,0.5,1,241,036,0.8527577567427567,2,0
1,Republican,0.5,1,241,037,1.1501789943660392,2,0
1,Republican,0.5,1,241,038,0.5191260070721355,4,0
1,Republican,0.5,1,241,039,0.01035811500186079,6,0
1,Republican,0.5,1,241,040,0.8968806154362668,10,0
1,Republican,0.5,1,241,041,0.8932534360047246,2,0
1,Republican,0.5,1,241,042,0.3447684345203498,6,0
1,Republican,0.5,1,241,043,1.3494424227795483,4,0
1,Republican,0.5,1,241,044,0.10270314572535955,4,0
1,Republican,0.5,1,241,045,0.6742188580900139,4,0
1,Republican,0.5,1,241,046,-0.6327005367588903,2,1
1,Republican,0.5,1,241,047,0.4188973604858771,12,1
1,Republican,0.5,1,241,048,1.065432495729444,4,0
1,Republican,0.5,1,241,049,0.27222701186977155,4,0
1,Republican,0.5,1,241,050,0.05041684223056386,5,0
1,Republican,0.5,1,241,051,0.8634194508656241,5,0
1,Republican,0.5,1,241,052,0.09527954906738256,6,0
1,Republican,0.5,1,241,053,0.6335425579776163,5,0
1,Republican,0.5,1,241,054,-0.36863185526679687,8,0
1,Republican,0.5,1,241,055,-0.20571256790443693,3,0
1,Republican,0.5,1,241,056,0.27322438661075643,5,0
1,Republican,0.5,1,241,057,-0.017745637684030147,3,0
1,Republican,0.5,1,241,058,1.1810714466296424,2,0
1,Republican,0.5,1,241,059,0.9587283684875108,9,0
1,Republican,0.5,1,241,060,0.10742891946158378,2,0
1,Republican,0.5,1,241,061,0.7867590865736324,5,0
1,Republican,0.5,1,241,062,0.9590981038688859,4,1
1,Republican,0.5,1,241,063,0.6281436364928623,3,1
1,Republican,0.5,1,241,064,0.6759832779687853,4,1
1,Republican,0.5,1,241,065,1.0871686785477985,5,0
1,Republican,0.5,1,241,066,0.25957681235539837,5,0
1,Republican,0.5,1,241,067,0.2905851389321996,8,1
1,Republican,0.5,1,241,068,0.9775564016101757,4,0
1,Republican,0.5,1,241,069,-0.1445033054739332,6,0
1,Republican,0.5,1,241,070,0.5930987165375216,6,0
1,Republican,0.5,1,241,071,0.48433724902638614,5,1
1,Republican,0.5,1,241,072,0.7335486549232851,4,0
1,Republican,0.5,1,241,073,1.0120988371022792,4,0
1,Republican,0.5,1,241,074,0.6336792261171976,3,0
1,Republican,0.5,1,241,075,0.6159130514300998,2,1
1,Republican,0.5,1,241,076,0.8737962322612043,4,0
1,Republican,0.5,1,241,077,1.1085342552621087,4,0
1,Republican,0.5,1,241,078,0.6916791725841338,4,0
1,Republican,0.5,1,241,079,0.0059735892039382565,9,0
1,Republican,0.5,1,241,080,0.4215735449015825,6,0
1,Republican,0.5,1,241,081,1.3677676081240437,2,0
1,Republican,0.5,1,241,082,0.3238508472499592,1,0
1,Republican,0.5,1,241,083,0.8443200220628648,6,0
1,Republican,0.5,1,241,084,1.1122030479013696,1,0
1,Republican,0.5,1,241,085,0.8971481516517441,3,0
1,Republican,0.5,1,241,086,0.49679880078913535,5,1
1,Republican,0.5,1,241,087,0.6095753175834954,0,0
1,Republican,0.5,1,241,088,0.05676812449730928,10,0
1,Republican,0.5,1,241,089,0.719880145685963,2,0
1,Republican,0.5,1,241,090,0.05680512466722831,6,0
1,Republican,0.5,1,241,091,0.0730907728225142,4,0
1,Republican,0.5,1,241,092,0.005002834625749686,1,0
1,Republican,0.5,1,241,093,0.17456113153805264,7,0
1,Republican,0.5,1,241,094,1.0269733302470043,5,1
1,Republican,0.5,1,241,095,0.30456098328458475,6,0
1,Republican,0.5,1,241,096,0.46470680319495994,4,0
1,Republican,0.5,1,241,097,0.2689745952514775,6,0
1,Republican,0.5,1,241,098,0.7704541334951307,1,0
1,Republican,0.5,1,241,099,0.9658174854632504,6,0
1,Republican,0.5,1,241,100,0.39536282739580453,4,0
1,Republican,0.5,1,241,101,0.8086750242360701,3,0
1,Republican,0.5,1,241,102,0.2974612436533248,5,1
1,Republican,0.5,1,241,103,1.0265518813946608,8,0
1,Republican,0.5,1,241,104,0.801142123116468,4,0
1,Republican,0.5,1,241,105,1.0087305883980835,3,0
1,Republican,0.5,1,241,106,0.8040836590060123,5,0
1,Republican,0.5,1,241,107,0.6033679977232533,1,0
1,Republican,0.5,1,241,108,-0.44886364589700356,5,0
1,Republican,0.5,1,241,109,0.15870858416086991,3,1
1,Republican,0.5,1,241,110,0.74066920772438,7,0
1,Republican,0.5,1,241,111,0.2684844809987698,8,0
1,Republican,0.5,1,241,112,0.3601291521099915,6,0
1,Republican,0.5,1,241,113,0.2931549277244238,0,0
1,Republican,0.5,1,241,114,1.309383260497155,4,0
1,Republican,0.5,1,241,115,0.13947214456809548,4,0
1,Republican,0.5,1,241,116,0.2734534213359554,3,0
1,Republican,0.5,1,241,117,0.507128580405859,8,1
1,Republican,0.5,1,241,118,0.6078823105976572,2,0
1,Republican,0.5,1,241,119,0.5944350976465529,3,0
1,Republican,0.5,1,241,120,0.4749257528324472,4,0
1,Republican,0.5,1,241,121,-0.24770981595940622,6,0
1,Republican,0.5,1,241,122,0.6839188764167988,2,0
1,Republican,0.5,1,241,123,0.7585720110877878,1,0
1,Republican,0.5,1,241,124,0.2578322674744835,0,0
1,Republican,0.5,1,241,125,0.8374278079615851,2,1
1,Republican,0.5,1,241,126,0.11877569738396676,2,1
1,Republican,0.5,1,241,127,0.6930368954190833,2,0
